number,id,title,question,img,Gold Standard,BART,T5,Summary 1,Summary 2
139,1838,Anti-Muslim assaults exceed 2001 total Anti-Muslim assaults in USS reported to the FBI,What is the change in the number of assault against Muslims in the United States between 2015 and 2016?,dataset/images/1838.png,"The number of assaults against Muslims in the United States rose significantly between 2015 and 2016 , easily surpassing the modern peak reached in 2001","The number of assaults against Muslims in the United States rose significantly between 2015 and 2016, easily surpassing the modern peak reached in 2001 according to a Pew Research Center analysis of new hate crimes statistics from the FBI. In 2016, there were 127 reported victims of aggravated or simple assault, compared with 91 the year before and 93 in 2001.","The number of assaults against Muslims in the United States rose significantly between 2015 and 2016. In 2016, there were 127 reported victims of aggravated or simple assault, compared with 91 the year before and 93 in 2001.",BART,T5
140,375,"Since last fall, more Americans say the government should do more to help those in need",What proportion of Americans are in favor of helping those most in need?,dataset/images/375.png,"Americans ’ views about aid to those in need have shifted since September , with more Americans now saying the government should do more to help the needy , even if it means going deeper into debt . Today , 58 % of Americans say this , up from 49 % last fall .","Today, 58 % of Americans say this, up from 49 % last fall. Currently, four - in - ten Americans say the government today ca n’t afford to do much more to help the needy.","Today, 58 % of Americans say this, up from 49 % last fall. Currently, four - in - ten Americans say the government today ca n’t afford to do much more to help the needy, down from 48 % in September.",T5,Gold Standard
141,5442,About a third of young adults in the U.S are living with a parent % of18 to 34-year olds by living arrang ement,What's the proportion of Americans who live with their parents?,dataset/images/5442.png,"For the first time in more than 130 years , young adults are more likely to be living in their parents ’ home than in any other living arrangement . In fact , a larger share of them are living with their parents than with a romantic partner – marking a significant historical shift . More broadly , young adult geographic mobility is at its lowest level in 50 years , even though today ’s young adults are less likely than previous generations of young adults to be married , to own a home or to be parents , all of which are traditional obstacles to moving .","young adults are more likely to be living in their parents ’ home than in any other living arrangement. In fact, a larger share of them are living with their parents than with a romantic partner – marking a significant historical shift. More broadly, young adult geographic mobility is at its lowest level in 50 years, even though today ’s young adults are less likely than previous generations of young adults to be married, to own a home or to be parents.","young adults are more likely to be living in their parents ’ home than in any other living arrangement. In fact, a larger share of them are living with their parents than with a romantic partner – marking a significant historical shift. More broadly, young adult geographic mobility is at its lowest level in 50 years, even though today ’s young adults are less likely than previous generations of young adults to be married, to own a home or to be parents, all of which are traditional obstacles to moving",T5,Gold Standard
142,6386,"Where the Holiday Jobs Are Change in number of retail sector jobs Oct. 2013-Feb 2014, by subsector (in thousands)",Describe the surge in holiday jobs.,dataset/images/6386.png,"nearly a third of the retail employment surge ( 202,400 jobs ) occurred at clothing and accessories stores , and more than a quarter ( 177,400 jobs ) at department stores . Other good places to seek holiday employment were general merchandise stores ( 78,600 jobs added between October and December 2013 ) and sporting goods , hobby , book and music retailers ( 65,800 jobs ) .","Last year, the number of retail jobs in the retail sector rose from 78.4 million in 2013 to 202.2 million in 2014, according to Bureau of Labor Statistics.","While the pre - holiday hiring surge is impressive, the post - holiday drop is even more dramatic. Other good places to seek holiday employment were general merchandise stores and sporting goods, hobby, book and music retailers ( 65,800 jobs, or 11 % of last season ’s total increase ).",T5,BART
143,2745,"Most Americans Say Science and Religion Conflict, But Fewer Say Their Own Beliefs Conflict With Science",What opinions do most Americans have about religious beliefs?,dataset/images/2745.png,"Less than one - third of Americans polled in the new survey ( 30 % ) say their personal religious beliefs conflict with science , while fully two - thirds ( 68 % ) say there is no conflict between their own beliefs and science .",Less than one - third of Americans polled in the new survey ( 30 % ) say their personal religious beliefs conflict with science.,Less than one - third of Americans polled in the new survey ( 30 % ) say their personal religious beliefs conflict with science.,T5,BART
144,3762,the Military World Force,What is the opinion of publics in the U.S and Britain about the use of military force?,dataset/images/3762.png,"Publics in the U.S. and Britain are the strongest supporters of the idea that use of military force is sometimes necessary , with 75 % of Americans and 70 % of those in Britain .","Publics in the U.S. and Britain are the strongest supporters of the idea that use of military force is sometimes necessary, with 75 % of Americans and 70 % of those in Britain holding that view.","Publics in the U.S. and Britain are the strongest supporters of the idea that use of military force is sometimes necessary, with 75 % of Americans and 70 % of those in Britain holding that view.",T5,Gold Standard
145,2904,One-in-five Americans have heard of the debate over the legality of home-sharing services and both users and nonusers strongly support the legality of these services; they also feel (if less strongly) that homeowners using these services should not have to pay taxes in order to use them,Discuss what home-sharing users have heard about its legality?,dataset/images/2904.png,"home - sharing services has been the subject of much debate in cities around the country . Just 19 % of home - sharing users have heard “ a lot ” about it , while 37 % have heard “ a little . ”","One - in - five home - sharing users say they have heard of the debate over the legality of home -sharing services, compared with just 6 % of those who have heard about the debate.","22 % of Americans have heard something about this issue, with just 6 % indicating that they have heard “ a lot ” about it.",Gold Standard,T5
146,6489,"Despite Clear Benefits, 54% of Smartphone Owners Say Their Phone is 'Not Always Needed' --but 46% Say it is Something They 'Couldn't Live Without' % of smartphone owners theyfeel who say that the following itemsfrom each pair best describe how theyfeel about their phone",How do Americans perceive the importance of the smartphone in their lives?,dataset/images/6489.png,"smartphone owners are relatively divided on the essential necessity of mobile connectivity : 54 % say that their phone is “ not always needed , ” while 46 % say that it is something they “ could n’t live without . ”","At the same time, smartphone owners are relatively divided on the essential necessity of mobile connectivity : 54 % say that their phone is “ not always needed, ” while 46 % say.","At the same time, smartphone owners are relatively divided on the essential necessity of mobile connectivity : 54 % say that their phone is “ not always needed, ” while 46 % say. it is something they “ could n’t live without",BART,T5
147,6489,"Despite Clear Benefits, 54% of Smartphone Owners Say Their Phone is 'Not Always Needed' --but 46% Say it is Something They 'Couldn't Live Without' % of smartphone owners theyfeel who say that the following itemsfrom each pair best describe how theyfeel about their phone",How do Americans perceive the importance of the smartphone in their lives?,dataset/images/6489.png,"smartphone owners are relatively divided on the essential necessity of mobile connectivity : 54 % say that their phone is “ not always needed , ” while 46 % say that it is something they “ could n’t live without . ”","At the same time, smartphone owners are relatively divided on the essential necessity of mobile connectivity : 54 % say that their phone is “ not always needed, ” while 46 % say.","At the same time, smartphone owners are relatively divided on the essential necessity of mobile connectivity : 54 % say that their phone is “ not always needed, ” while 46 % say. it is something they “ could n’t live without",T5,Gold Standard
148,5410,"Economics, environmental issues, cyberattacks top Americans' list of concerns about China How seriousof aproblem is",Tell some details about top Americans' list of concerns about China?,dataset/images/5410.png,"Although economic concerns about China have become less prevalent in recent years , many Americans are still worried about China ’s economic strength . The amount of American debt held by China , for instance , is the top concern among the eight sources of tension between the two countries included in the survey . Large majorities of Americans consider all eight of these issues at least a somewhat serious problem for the U.S. , and more than half say the amount of U.S. debt held by China , cyberattacks , China ’s environmental impact and job losses are very serious problems .","Although economic concerns about China have become less prevalent in recent years, many Americans are still worried about China ’s economic strength. The amount of American debt held by China, for instance, is the top concern among the eight sources of tension between the two countries included in the survey","about economic concerns about China have become less prevalent in recent years, many Americans are still worried about China ’s economic strength. The amount of American debt held by China, for instance, is the top concern among the eight sources of tension between the two countries included in the survey.",Gold Standard,BART
149,4142,How Western Publics View Am ericans H ardworking Greedy France 83 U.S 70 ULS 85 Netherlands 84 Canada Great Britain 6 Russia Germany Poland,What opinion do other nations have about perceiving Americans as rude?,dataset/images/4142.png,"Only , in neighboring Canada does a 53%-majority describe Americans as rude . Interestingly , Americans themselves are more likely to assign that negative characteristic to their fellow countrymen ( 35 % do so ) than are the residents of Great Britain ( 29 % ) , the Netherlands ( 26 % ) and Poland ( 21 % ) . And a scant 12 % of Germans find Americans lacking in politeness .","Americans are more likely than other nations to describe Americans as rude. For example, in France, a median of 63 % view Americans rude, compared with just 30 % who describe them as hardworking.","Only, in neighboring Canada does a 53%-majority describe Americans as rude. Interestingly, Americans themselves are more likely to assign that negative characteristic to their fellow countrymen ( 35 % do so ) than are the residents of Great Britain ( 29 % ), the Netherlands ( 26 % ) and Poland ( 21 % ).",BART,Gold Standard
150,3860,State Restrictions and Views about Legal Abortion,What is the situation on difference between the South/Midwest states with the 37 US states and the District of Columbia on abortion?,dataset/images/3860.png,"49 % of the residents of these 13 states believe abortion should be illegal in all or most cases . in the other 37 states and the District of Columbia , just 36 % agree , while 58 % say abortion should be legal in all or most cases .","This month Texas joined 12 other states, mainly in the South and Midwest, that have banned abortions at no later than 22 weeks of pregnancy. ( The new Texas law bans abortions at 20 weeks. Some of these other laws are temporarily blocked by court injunction. ) In polling conducted in 2012 and 2013, about half ( 49 % ) of the residents of these 13 states believe abortion should be illegal in all or most cases","This month Texas joined 12 other states, mainly in the South and Midwest, that have banned abortions at no later than 22 weeks of pregnancy. ( The new Texas law bans abortions at 20 weeks.",T5,Gold Standard
151,1152,A 58% majority says Trump definitely or probably has done things that are ‘grounds for impeachment’,Describe Republican views about Trump eligibility for impeachment?,dataset/images/1152.png,a smaller majority of Republicans ( 80 % ) say he has not Fewer than half of Republicans ( 46 % ) say Trump has definitely not done things that are grounds for impeachment .,While 93 % of Democrats say Trump has definitely or probably done things that are grounds for impeachment – including 70 % who say he has definitely done such things – a smaller majority of Republicans ( 80 %,While 93 % of Democrats say Trump has definitely or probably done things that are grounds for impeachment – including 70 % who say he has definitely done such things – a smaller majority of Republicans ( 80 % ) say he,Gold Standard,BART
152,6056,More Than Half of Teens Text With Friends Daily % ofall teens who spend time with.friends. EVERY DAY EVERY FEW DAYS LESS OFTEN,How do teens keep in touch with friends?,dataset/images/6056.png,"Teens use a number of platforms and devices to keep in touch with friends , but text messaging is used on a daily basis much more than others . Roughly nine - in - ten teens ( 88 % ) spend time with their friends via text messaging at least occasionally , and 55 % do so every day . Phone calling , instant messaging and social media are also popular ways for teens to spend time with friends , but in comparison with texting , they are used far less for daily interactions . Few teens keep in touch with friends on a daily basis by email or video chatting .",Few teens keep in touch with friends on a daily basis by email or video chatting.,"Roughly nine - in - ten teens ( 88 % ) spend time with their friends via text messaging at least occasionally, and 55 % do so every day.",Gold Standard,T5
153,6607,"Is Warming? There Solid Evidence the Earth is Is Warming? There Solid Yes, solid evidence warming",What are the opinions of the public about why the earth is getting warmer?,dataset/images/6607.png,About seven - in - ten Americans ( 69 % ) say there ’s solid evidence that the average temperature on earth has been getting warmer over the past few decades .,About seven - in - ten Americans ( 69 % ) say there ’s solid evidence that the average temperature on earth has been getting warmer over the past few decades.,About seven - in - ten Americans ( 69 % ) say there ’s solid evidence that the average temperature on earth has been getting warmer over the past few decades,T5,BART
154,5557,Prominent senators in both parties drive relationship between ideology and Facebook followers USS Senate by estimated ideology and number of Facebook followers Warren,What are some opinions about Prominent senators in both parties drive relationship between Ideology and Facebook followers?,dataset/images/5557.png,"In the Senate , the overall pattern of ideology predicting Facebook followers is largely driven by a small number of prominent members in both parties , including Democrat Bernie Sanders of Vermont , Texas Republican Ted Cruz , Massachusetts Democrat Elizabeth Warren , Kentucky Republican Rand Paul , Utah Republican Mike Lee and Minnesota Democrat Al Franken . Sanders , Cruz and Paul all ran for president in 2016 . Arizona Republican John McCain , who had more than 1 million followers , ran for president in 2008 . It ’s not clear exactly why more - ideological members have more page followers than moderates . But a February Pew Research Center analysis of Facebook posts shared by members of the previous Congress found that very liberal or conservative lawmakers were more likely to share content that expressed indignation or disagreement on political matters , and that such posts drew more engagement online .","In the Senate, the overall pattern of ideology predicting Facebook followers is largely driven by a small number of prominent members in both parties, including Democrat Bernie Sanders of Vermont, Texas Republican Ted Cruz, Massachusetts Democrat Elizabeth Warren, Kentucky Republican Rand Paul, Utah Republican Mike Lee and Minnesota Democrat Al Franken","In the Senate, the overall pattern of ideology predicting Facebook followers is largely driven by a small number of prominent members in both parties. Sanders, Cruz and Paul all ran for president in 2016.",Gold Standard,T5
155,6910,News Interest vs. News Coverage News Interest Economy,How much people were concerned about the news of troops in Afghanistan?,dataset/images/6910.png,"Americans focused most closely last week on news about the nation ’s struggling economy and President Obama ’s plans to draw down U.S. troops in Afghanistan . 16 % say they followed the discussions in Washington about troop levels in Afghanistan more closely than any other top story , according to the latest weekly News Interest Index survey conducted June 23 - 26 by the Pew Research Center .","Two - in - ten ( 20 % ) say the economy was their top story, while 16 % say they followed the discussions in Washington about troop levels in Afghanistan more closely than any other top story.","Two - in - ten ( 20 % ) say the economy was their top story, while 16 % say they followed the discussions in Washington about troop levels in Afghanistan more closely than any other top story.",T5,Gold Standard
156,6029,"Increasing Support for Renewed U.S. Ties With Cuba % saying they approve, /favor",How has the public support for renewed U.S. Ties With Cuba been?,dataset/images/6029.png,"public support for re - establishing relations with Cuba has increased . Nearly three - quarters ( 73 % ) of Americans say they approve of the U.S. re - establishing diplomatic relations with Cuba , up 10 points since January .","Nearly three - quarters ( 73 % ) of Americans say they approve of the U.S. re - establishing diplomatic relations with Cuba, up 10 points since January.","As the United States and Cuba moved this week to end more than 50 years of diplomatic conflict, public support for re - establishing relations with Cuba has increased. There is equally broad, and growing, support for ending the U.S. trade embargo against Cuba.",BART,Gold Standard
157,6316,"FIGURE3 Share of Long-Term Unauthorized Immigrants Surpasses Share of Short-Term Immigrants % of unauthorized adult immigrants, by duration of U.S. residence",Compare the distribution of short-term and long-term unauthorized immigrants.,dataset/images/6316.png,"Among the nation ’s unauthorized adults , a shrinking share have been in the country for less than five years—15 % in 2012 , compared with 38 % in 2000 . A rising share have lived in the U.S. for a decade or more—62 % in 2012 , compared with 35 % in 2000 .","Among the nation ’s 10.4 million unauthorized adults, a shrinking share have been in the country for less than five years—15 % in 2012, compared with 38 % in 2000.","Among the nation ’s 10.4 million unauthorized adults, a shrinking share have been in the country for less than five years—15 % in 2012, compared with 38 % in 2000.",Gold Standard,BART
158,1178,Married adults have a more positive view of how things are going in their relationship,How do married adults conceive their relationship satisfaction in comparison to adults living with a partner?,dataset/images/1178.png,"Married adults are more likely than those who are living with a partner to say things are going very well in their relationship ( 58 % vs. 41 % They also express higher levels of satisfaction with specific aspects of their relationship , including the way household chores are divided between them and their spouse or partner how well their spouse or partner balances work and personal life , how well they and their spouse or partner communicate , and their spouse ’s or partner ’s approach to parenting",3 Married adults have higher levels of relationship satisfaction and trust than those living with a partner. Married adults are more likely than those who are living With a partner to say things are going very well in their relationship ( 58 % vs. 41 % ).,married adults are more likely than those who are living with a partner to say things are going very well in their relationship ( 58 % vs. 41 % ).,T5,Gold Standard
159,6858,Views of Economic News Turn More Negative Mix of good and bad news,What the public said about economic news?,dataset/images/6858.png,"In the first two months of 2011 , the public saw more positive signs in economic news . In January , nearly seven - in - ten ( 68 % ) said they were hearing a mix of good and bad news about the economy , up from 55 % in December . Now perceptions are comparable to the latter half of 2010 .","In the first two months of 2011, the public saw more positive signs in economic news. In January, nearly seven - in - ten ( 68 % ) said they were hearing a mix of good and bad news about the economy, up from 55 % in December.","In January, nearly seven - in - ten ( 68 % ) said they were hearing a mix of good and bad news about the economy, up from 55 % in December. Now perceptions are comparable to the latter half of 2010.",Gold Standard,T5
160,2227,Disabled Americans had somewhat higher interest in 2016 election due to large share of elderly,What do disabled Americans say about the presidential election in 2016 compared to those without disability?,dataset/images/2227.png,"Disabled Americans were politically engaged in the 2016 presidential election . In a survey conducted in 2016 , about seven - in - ten ( 71 % ) Americans who self - identified as disabled said it “ really matters who wins the election ” compared with 59 % of Americans who did not report having a disability .","about seven - in - ten ( 71 % ) Americans who self - identified as disabled said it “ really matters who wins the election, ” compared with 59 % of Americans who did not report having a disability. Disabled Americans were also more likely to follow the campaign closely than those without a disability","In a survey conducted in the early summer of 2016, about seven - in - ten ( 71 % ) Americans who self - identified as disabled said it “ really matters who wins the election, ” compared with 59 % of Americans who did not report having a disability.",Gold Standard,T5
161,6862,Increased Offshore Drilling Support for More Increased Offshore Drilling Support,What is the public opinion on offshore oil and gas drilling?,dataset/images/6862.png,"Public views of allowing increased offshore oil and gas drilling shifted noticeably last year in response to the Gulf oil leak . Since last summer , they have shifted again . Currently , 57 % favor allowing more oil and gas drilling in U.S. waters , up 13 points since last June ( 44 % ) . Nonetheless , support for expanded offshore drilling remains lower than in February 2010 ( 63 % ) .","Currently, 57 % favor allowing more oil and gas drilling in U.S. waters, up 13 points since last June ( 44 % ). Nonetheless, support for expanded offshore drilling remains lower than in February 2010 ( 63 % )","Public views of allowing increased offshore oil and gas drilling shifted noticeably last year in response to the oil leak. Since last summer, they have shifted again. Currently, 57 % favor allowing more oil and Gas drilling in U.S. waters, up 13 points since last June ( 44 % ). Nonetheless, support for expanded offshore drilling remains lower than in February 2010 ( 63 % )",Gold Standard,T5
162,3310,"Figure 2 Effect Hispanics, of Unauthorized Immigration Characteristics on U.S. Hispanics, by Selected Characteristics [Hispanics Overall, what Latinos is the effect already of UNDOCUMENTEDOR living in the US? Would ILLEGAL immigration it's positive on effect, [Hispanics effect, Latinos effect already living in the whad US? effect Would you say it's a positive other? effect, negative % effect, or would you say it has whad no effect one you way or the positive other? negative % saying effect,",What is the opinion of Cubans and Puerto Ricans about impact of unauthorized immigration ?,dataset/images/3310.png,"Among Cubans , 38 % say the impact of unauthorized immigration is positive , but 28 % say the impact is negative and 27 % say there is no impact one way or the other . Among Puerto Ricans , roughly equal shares say the impact of unauthorized immigration on U.S.",Cubans and Puerto Ricans are the most likely to say that unauthorized immigration has a positive effect on the effect of UNDOCUMENTEDOR living in the United States.,"By comparison, assessments are less positive among Cubans and Puerto Ricans. Among Cubans, 38 % say the impact of unauthorized immigration is positive, but 28 % say that the impact is negative and 27 % say there is no impact one way or the other. Among native Ricans, roughly equal shares say the effect of unauthorized immigrants on U.S. Hispanics is positive ( 34 % ), negative or has no effect ( 29 % ).",BART,Gold Standard
163,6490,Smartphone Ownership is Often Most Tenuous for Those Who Rely on Their Devices the Most % of smartphone owners in each group who have experienced the following,Describe the financial impact of the cell phone service to smartphone-dependent Americans.,dataset/images/6490.png,Nearly half ( 48 % ) of smartphone - dependent Americans have had to cancel or shut off their cell phone service for a period of time because the cost of maintaining that service was a financial hardship .,Nearly half ( 48 % ) of smartphone - dependent Americans have had to cancel or shut off their cell phone service for a period of time because the cost of maintaining that service was a financial hardship.,Nearly half ( 48 % ) of smartphone - dependent Americans have had to cancel or shut off their cell phone service for a period of time because the cost of maintaining that service was a financial hardship.,Gold Standard,BART
164,6594,"State Statening Local Gap in Governments Views of Federal,","Describe the general public opinion about the local, state and federal governments.",dataset/images/6594.png,63 % of people said they had a favorable opinion of their local government ; 57 % expressed favorable views of their state government . But just 28 % rated the federal government favorably .,"In a Pew Research Center survey conducted in March, 63 % of people said they had a favorable opinion of their local government, a level that ’s stayed fairly constant over several years ; 57 % expressed favorable views of their state government. But just 28 % rated the federal government favorably.","63 % of people said they had a favorable opinion of their local government, a level that ’s stayed fairly constant over several years ; 57 % expressed favorable views of their state government.",BART,T5
165,7250,Will There Be Health Care Reform? 46,How are the predictions on whether health care reform will happen?,dataset/images/7250.png,"About six - in - ten ( 59 % ) say they expect a bill to pass this year , while 29 % predict a bill will not pass .","About six - in - ten ( 59 % ) say they expect a bill to pass this year, while 29 % predict a bill will not pass.","About six - in - ten ( 59 % ) say they expect a bill to pass this year, while 29 % predict a bill will not pass.",T5,BART
166,2934,U.S. demographic change begins with the youngest age groups,How is the racial situation of childrens?,dataset/images/2934.png,50.3 % of children younger than 5 were racial or ethnic minorities .,The youngest age groups are 75 and older.,"The Census Bureau statistics indicate that demographic change is percolating upward through the nation ’s age groups. In fact, the bureau estimates indicate that 50.3 % of children younger than 5 were racial or ethnic minorities in 2015.",T5,Gold Standard
167,3762,the Military World Force,What is the opinion of publics in the U.S and Britain about the use of military force?,dataset/images/3762.png,"Publics in the U.S. and Britain are the strongest supporters of the idea that use of military force is sometimes necessary , with 75 % of Americans and 70 % of those in Britain .","Publics in the U.S. and Britain are the strongest supporters of the idea that use of military force is sometimes necessary, with 75 % of Americans and 70 % of those in Britain holding that view.","Publics in the U.S. and Britain are the strongest supporters of the idea that use of military force is sometimes necessary, with 75 % of Americans and 70 % of those in Britain holding that view.",BART,T5
168,7488,Figure 1: Position of blacks has Figure improved in re cent years,What is the opinion of blacks and whites about the condition of blacks in society?,dataset/images/7488.png,"77 % of whites , but only 56 % of blacks agreed that the position of blacks in American society has improved in recent years . And while 63 % of whites feel that blacks who ca n’t get ahead are mostly responsible for their own condition , only 43 % of blacks agree , a gap that has stayed virtually constant over the last decade .","In Pew ’s 2005 Political Typology, 77 % of whites, but only 56 % of blacks agreed that the position of blacks in American society has improved in recent years.","In Pew ’s 2005 Political Typology, 77 % of whites, but only 56 % of blacks agreed that the position of blacks in American society has improved in recent years.",BART,T5
169,1219,Majority of Americans say more women running for Congress is a good thing,What are the American views on gender equality when it comes to politics?,dataset/images/1219.png,"About six - in - ten Americans ( 61 % ) say it ’s a good thing that more women are running for U.S. Congress this year than in the past , while a third say this is neither good nor bad . Just 5 % see this as a bad thing .",About six - in - ten Americans ( 61 % ) say it ’s a good thing that more women are running for U.S. Congress this year than in the past. Just 5 % see this as a bad thing.,About six - in - ten Americans ( 61 % ) say it ’s a good thing that more women are running for U.S. Congress this year than in the past. Just 5 % see this as a bad thing.,BART,T5
170,5055,News Interest in the Presidential Campaign Percent Following Very Closely',What is the trend in Americans following news about the presidential campaign ?,dataset/images/5055.png,"Fully , 61 % of Americans reported following news about the campaign very closely . The campaign attracted significantly more attention than the previous week , when roughly half ( 52 % ) followed election news very closely .","The public ’s appetite for presidential campaign news reached an all time high. Fully, 61 % of Americans reported following news about the campaign very closely and another three - in - ten ( 28 % ) were following the race fairly closely.","The public ’s appetite for presidential campaign news reached an all time high. Fully, 61 % of Americans reported following news about the campaign very closely and another three - in - ten ( 28 % ) were following the race fairly closely. The campaign attracted significantly more attention than the previous week, when roughly half ( 52 % ) followed election news very closely.",T5,BART
171,6250,"Religious Affiliation, by Hispanic Origin Group",Compare the prevalence of Catholics among different Hispanic origin groups.,dataset/images/6250.png,"Mexicans and Dominicans are more likely than most other Hispanic origin groups to say they are Catholic . About six - in - ten Mexicans ( 61 % ) and Dominicans ( 59 % ) identify as Catholic , compared with about 49 % of Cubans , 45 % of Puerto Ricans and 42 % of Salvadorans .","About six - in - ten Mexicans ( 61 % ) and Dominicans ( 59 % ) identify as Catholic, compared with about 49 % of Cubans, 45 % of Puerto Ricans and 42 % of Salvadorans.","The share of Latino adults who identify as Catholic is declining as the share of Protestants and the religiously unaffiliated rise. Today, 55 % of Latinos say they are Catholic.",BART,T5
172,5347,United Methodists in U.S. have become more accepting of homosexuality,What is the United Methodists view on homosexuality?,dataset/images/5347.png,"These developments come at a time when many United Methodists in the United States have a more accepting view toward homosexuality . In Pew Research Center ’s 2014 U.S. Religious Landscape Study , 60 % of United Methodists said homosexuality should be accepted by society – a clear majority , and a substantial increase from 2007 , when 51 % said this . In addition , about half of U.S. Methodists ( 49 % ) said they favored legal same - sex marriage .","60 % of United Methodists said homosexuality should be accepted by society – a clear majority, and a substantial increase from 2007, when 51 % said this.","60 % of United Methodists said homosexuality should be accepted by society – a clear majority, and a substantial increase from 2007 when 51 % said this.",BART,T5
173,5784,Americans are more likely to read for the purpose of researching a specific topic or interest than five years ago % of USS adults who ever read,How can the act of reading for specific topic research be described among the north american people over the years?,dataset/images/5784.png,"the share of Americans who read in order to research specific topics of interest has increased by 10 - percentage points over that time frame , from 74 % to 84 %","the share of Americans who read in order to research specific topics of interest has increased by 10 - percentage points over that time frame, from 74 % to 84 %.","the share of Americans who read in order to research specific topics of interest has increased by 10 - percentage points over that time frame, from 74 % to 84 %.",T5,BART
174,3516,Crime Tops List of Problems in Mexico,Describe the different portions of what Mexicans see as problems in their country.,dataset/images/3516.png,"About six - in - ten ( 58 % ) say food safety is a very big problem , and 54 % say the same about health care . Roughly four - in - ten or fewer are troubled by people leaving for jobs in other countries ( 38 % ) , traffic ( 33 % ) and electricity shortages ( 31 % ) .","About six - in - ten ( 58 % ) say food safety is a very big problem, and 54 % say the same about health care.","About six - in - ten ( 58 % ) say food safety is a very big problem, and 54 % say the same about health care.",BART,T5
175,5465,"Most seniors say they need help using new electronic devices % of USS adults who say the statement, When Igeta it up or show me how to use it, describes them vvery or somewhat well, by age",Comment on the barriers faced by the elderly in using electronic devices.,dataset/images/5465.png,"48 % of seniors say that this statement describes them very well : “ When I get a new electronic device , I usually need someone else to set it up or show me how to use it . ”","Some 34 % of older internet users say they have little to no confidence in their ability to use electronic devices to perform online tasks, while 48 % of seniors say that this statement describes them very well : “ When I get a new electronic device, I usually need someone else to set it up or show me how to use it. ”","Some 34 % of older internet users say they have little to no confidence in their ability to use electronic devices to perform online tasks, while 48 % of seniors say that this statement describes them very well : “ When I get a new electronic device, I usually need someone else to set it up or show me how to use it. ”",Gold Standard,T5
176,6069,Downward Trend in Pena Nieto Favorability Views of Enrique Pena Nieto,Describe Peña Nieto popularity level over the years.,dataset/images/6069.png,"President Peña Nieto ’s popularity has declined over the past year . Just 44 % express a favorable opinion of him , down 7 percentage points since 2014 and down 12 points from 2012 .",President Peña Nieto ’s popularity has declined over the past year. Just 44 % express a favorable opinion of him.,"President Peña Nieto ’s popularity has declined over the past year. Just 44 % express a favorable opinion of him, down 7 percentage points since 2014 and down 12 points from a spring 2012 poll.",Gold Standard,T5
177,2721,Teen Daters Usually Have Similar Communication Expectations as Their Significant Other,What are opinions of about Teen Daters ?,dataset/images/2721.png,"Overall , 85 % of teens in a romantic relationship expect to hear from their partner or significant other at least once a day , if not more often .    11 % expect to hear from their partner hourly . 35 % expect to hear something every few hours . 38 % expect to hear from their significant other once","Overall, 85 % of teens in a romantic relationship expect to hear from their partner or significant other at least once a day, if not more often","Overall, 85 % of teens in a romantic relationship expect to hear from their partner or significant other at least once a day, if not more often",T5,BART
178,6176,"Views of military force and terrorism % who say Relying too much on force creates hatred, more terrorism",How does the public view military force and terrorism?,dataset/images/6176.png,"The public is divided over the best approach to confronting global terrorism . Overall , 45 % say “ using overwhelming military force is the best way to defeat terrorism around the world , ” while about as many ( 46 % ) say “ relying too much on military force to defeat terrorism creates hatred that leads to more terrorism . ”","Overall, 45 % say “ using overwhelming military force is the best way to defeat terrorism around the world, ” while about as many ( 46 % ) say","The public is divided over the best approach to confronting global terrorism. Overall, 45 % say “ using overwhelming military force is the best way to defeat terrorism around the world, ” while about as many ( 46 % ) say ” relying too much on military force to cause terrorism creates hatred that leads to more terrorism. ”",Gold Standard,BART
179,6246,U.S. per capita trade deficit with Germany has outpaced that with China,Describe the trade deficit of U.S with Germany and China.,dataset/images/6246.png,"Germany has a $ 912 per capita trade advantage with the U.S. ( total deficit divided by Germany ’s total population ) , compared with China ’s $ 266 per capita imbalance .","Germany has a $ 912 per capita trade advantage with the U.S., compared with China ’s $ 266 per capita imbalance.","Germany has a $ 912 per capita trade advantage with the U.S., compared with China ’s $ 266 per capita imbalance.",BART,T5
180,7365,News Interest News Interest,Describe interests in economic news?,dataset/images/7365.png,About a quarter ( 26 % ) say they followed news about the economy more closely than other major stories . News about the economy accounted for 12 % of the newshole .,About a quarter ( 26 % ) say they followed news about the economy more closely than other major stories.,About a quarter ( 26 % ) say they followed news about the economy more closely than other major stories.,T5,Gold Standard
181,869,"Most in Taiwan identify as Taiwanese, but there are large partisan differences",What is the opinion of Taiwanese about the identifying as Chinese and Taiwanese?,dataset/images/869.png,about three - in - ten ( 28 % ) see themselves as both Taiwanese and Chinese,about three - in - ten ( 28 % ) see themselves as both Taiwanese and Chinese.,"Seventy years after the end of the Chinese Civil War, about two - thirds of adults in Taiwan identify as just Taiwanese. On the other hand, about three - in - ten ( 28 % ) see themselves as both Taiwanese and Chinese.",Gold Standard,T5
