Image,Text,Summary,Model Output
209,"Describe the proportion of Americans who say that they would not have used the atomic bomb in Japan. <s> 70 Years Ago, Most Americans Said They Would Have Used Atomic Bomb <s> the 70 Years Ago, Most Americans Said  | the Would Have Used Atomic Bomb  | Ifyou had been the one to decide whether or not  | to use the atomic bomb against Japan, which one  | of these things do you think you Japan, would have done?  | (Sept. 1945)  | Wiped out cities  | Bombed one  | 23%  | city at a time  | 44%  | Don't know 2%  | Refused 4%  | to use  | 26%  | Bombed where there  | were no people  | Source: National Opinion Research Center, Sept. 1945  | PEW RESEARCH CENTER ","44 % said they would have bombed one city at a time , and another 23 % would have wiped out cities in general – in other words , two - thirds would have bombed some urban area . Just 26 % would have dropped the bomb on locations that had no people . And only 4 % would not have used the bomb .",Seven - in - ten Americans ( 74 % ) said they would not have used the atomic bomb in Japan if they had been the one to decide whether or not to use it.
1966,"What do internet users in Germany say? <s> Large differences in social media usage throughout the developed world Socia networking sites and inte rnet <s> Large differences in social media usage  | throughout the developed world  | Adults who report using  | Socia networking sites and inte rnet  | Internet but not so cial media  | Neither internet nor social media  | Swed en  | 71%  | 22%  | Netherla nds  | 70  | 25  | Austra lia  | 70 23  | US  | 69 21  | 10  | Canada  | 65  | 26  | Spa in  | 63  | 27  | 10  | UK  | 61  | 27  | 11  | Hungary  | 53 13  | 33  | Italy  | 53 18  | 29  | Poland  | 23  | 26  | 50  | France  | 48  | 33  | 19  | Greece  | 46 14  | 40  | Japan  | 43  | 29  | 28  | Germany  | 37  | 49  | 15  | Source Note: Percenta Spring ges 2016 based Global on Attitudes tota sample Survey.  | Source Spring ges 2016 Global Attitudes Survey. Survey Q79 Q81 082 Sept  | U.S. data from a Pew Research Center Survey conducted Sept 29-  | Nov. 6, 2016  | PEW RESEARCH CENTER ","In Germany , more than half of internet users say they do not use social media .","About seven - in - ten Germans ( 71 % ) say they use social media, but not the internet, according to a Pew Research Center survey conducted Sept. 29 - Dec. 6."
1987,"Describe partisan views on media coverage of protests? <s> Americans are divided about media coverage of protests these days % of U.S. adults who say news organizations give the compared with recent years <s> Americans are divided about media  | coverage of protests these days  | % of U.S. adults who say news organizations give  | the coverage to protests, say marches organizations and demonstrations give these  | the compared with recent years  | Too much  | About the rightamount Too little  | US ad ults  | 41  | 31  | 24  | Rep/Lean Rep  | 68  | 18 11  | Dem/Lean Dem  | 26  | 43  | 29  | Note: Respondents who did not give 2017 ananswerare notshown.  | Source Survey conducted May3-7, give 2017  | ""Americans Divided on Whether Recent Science Protests Will  | Benefit Scientists' Ca uses  | PEW RESEARCH CENTER ","Fully 68 % of Republicans and Republican - leaning independents think there has been too much media coverage of demonstrations , while 18 % think the amount of coverage has been about right and 11 % say there has been too little coverage . By contrast , 43 % of Democrats and Democratic leaners think there has been the right amount of coverage , 29 % think there has been too little and 26 % say there has been too much media coverage of demonstrations these days .","About two - thirds of Republicans and Republican - leaning independents ( 68 % ) say there has been too much media coverage of demonstrations these days, compared with 31 % of Democrats and 29 % of Republican leaners."
931,"Describe how are black Americans in newsrooms. <s> Black Americans are underrepresented as newsroom employees in the U.S. <s> Black Americans are underrepresented  | as newsroom employees in the U.S  | % of U.S employed adults who are  | Newsroom employees  | All U.S. workers  | 7%  | Non-Hispanic black  | 11%  | 76  | Non-Hispanic white  | 64  | 10  | Hispanic  | 17  | Note: Based on population ages 18 and older employed in the  | civilian labor force Non-Hispanic whites and blacks include only  | single-race respondents. For a definition of newsroom employees.  | see the blog post Newsroom employees are less diverse than U.S  | workers overall."" Other racial and ethnic groups not shown.  | Source: Pew Research Center analysis of U.S Census Bureau 2013-  | 2017 American Community Survey 5-Year Public Use Microdata  | Sample file  | PEW RESEARCH CENTER ","While 7 % of newsroom employees are black , 11 % of U.S. workers overall are black","Newsroom employees are underrepresented as non - Hispanic black Americans, according to a Pew Research Center analysis of 2013 - 2017 American Community Survey data. Among all U.S. workers, black Americans are underrepresented as newsroom employees."
2146,"What are Americans opinions about tax rates on corporations? <s> About a quarter say tax rates should be lowered on corporations, household incomes above $250,000  <s> About a quarter say tax rates should be lowered on  | corporations, household incomes above $250,000  | should be  | % who say tax rates on  | Ra ised Ra ised Kept the  | Lowered Lowered  | little  | little  | a lot  | same as now  | a lot  | Large businesses  | 52  | 25  | 27  | 21  | 14 10 24  | Large and corporations  | Household income  | 43  | 14  | 29  | 29  | 16 8 24  | over $250 LOOO  | Note: Source Don Survev tknow responses Aug notshown. 15-21, 2017  | Source Survev conducted Aug 15-21, 2017  | PEW RESEARCH CENTER ","About a quarter of U.S. adults ( 24 % ) say tax rates on corporations and large businesses should be lowered , while roughly twice as many ( 52 % ) say they should be raised . Another 21 % say corporate tax rates should be kept the same as they are now .","About a quarter of Americans ( 27 % ) say tax rates on large businesses and corporations should be kept the same as they are now, while about a quarter ( 27 % ) say they should be kept the same as they are now."
130,Describe how Egyptians view Abdel Fattah El-Sisi. <s> Slight Majorities Support Morsi Ouster and El-Sisi <s> Slight Majorities Support  | Morsi Ouster and El-isi  | Favor  | Favorable  | Oppo se  | Unfa vora ble  | 54%  | 54  | 45  | 43%  | View of El-sisi  | Ouster of  | Mohamed Morsi  | Source: Q47i Spring Q131. 2014 Global Attitudes  | survey. Q47i Spring & Q131.  | PEW RESEARCH CENTER ,"Sisi receives a favorable rating from 54 % of Egyptians , while 45 % view him unfavorably .","Overall, 54 % of Egyptians support Ouster and El - Sisi, while 45 % favor him."
1723,"What is the distribution of drop-off voters and consistent voters said they were following the 2016 election very closely? <s> Drop-off voters voted in 2016 but were less engaged than consistent voters % who staid they followed 2016 presidentialelection Very closely Somewhat Justa little Not atall Among those who voted in % who staid lit makes difference to them personally whether the Democrats or Republicans control the <s> Drop-off voters voted in 2016 but were  | less engaged than consistent voters  | % who staid they followed 2016 presidentialelection  | Very closely Somewhat Justa little Not atall  | Among those  | who voted in  | '12 '14 '16  | 49  | 40  | 8  | 27  | 46  | 19  | 8  | 28  | 35  | 28  | % who staid lit makes difference to them personally  | whether the Democrats or Republicans control the  | government  | Among those  | a lot  | Some a little None  | who voted in  | '12 14 '16  | 10 11  | 52  | 27  | 39  | 31 14 16  | 17  | 24  | 21  | 35  | Note: Based on registered votersage 22and older who matchedto  | the voter file Don ""tknow/No answer responses notshown.  | Source: Survey conducted March 25-April 19 2016  | PEW RESEARCH CENTER ","just 27 % of drop - off voters said they were following the 2016 election very closely , compared with 49 % of consistent voters","Drop - off voters were less likely than consistent voters to say that it made a lot of difference to them personally whether Democrats or Republicans controlled the government. Among drop - off voters, 49 % said it mattered a lot whether Democrats or Republicans controlled the government, compared with 49 % of consistent voters."
2071,"How did global ratings for the U.S. change in the first year of Trump administration? <s> China, U.S. viewed similarly overall, ratings but Trump engenders liberty less confidence than Xi, while U.S. gets higher ratings for individual liberty  <s> China, U.S. viewed similarly overall, ratings but Trump engenders liberty less confidence  | than Xi, while U.S. gets higher ratings for individual liberty  | How much confidence do you  | Do you think the government  | have in to do the rright thing  | of respects the personal  | Views of  | regarding world affairs?  | freedoms of its people?  | Unfavorable Favorable  | No confidence Confidence  | No Yes  | China 37%  | Xi Jinping 53  | China 58  | 47%  | 28  | 25  | U.S. 39  | 49  | Donald Trump 74  | 22  | U.S. 39  | 54  | Note: U.S. image data are global medians based on 37 countries excluding the U.S China image data are medians based on  | 38 countries image Xi confidence not asked in Turkey.  | Source: Spring 2017 Global Attitudes Survey. Q12a C. 027a-b & 030a b.  | PEW RESEARCH CENTER ","Global ratings for the U.S. , declined sharply in the first year of the Trump administration : A median of 49 % see the U.S. in a positive light , while 39 % offer an unfavorable view .","Overall, a median of 74 % say the U.S. government has a favorable view of the country ’s ability to do the right thing regarding world affairs, while a median of 39 % say the same about China."
954,"What proportion of Democratic voters who express a preference for one of the candidates say they are enthusiastic about several of the candidates currently running for the party's nomination? <s> Most Democratic voters feel excited by several of the party’s 2020 contenders <s> Most Democratic voters feel excited by  | several of the party's 2020 contenders  | % of Dem/Lean Dem voters who say each better  | describes their view of the Democratic candidates  | Only enthusiastic about Several candidates  | my first choice  | feel excited about  | Dem/Lean Dem RV  | 35  | 63  | Among those who select  | as their first choice  | Biden  | 45  | 53  | Warren  | 19  | 80  | Sanders  | 51  | 47  | Harris  | 22  | 78  | Other candidates  | 31  | 68  | Notes: Based Dem/Lean seeking Dem registered voters who named one of  | the candidates currently seeking registered the Democratic nomination for  | president. No answer responses not shown.  | Source: Survey of U.S. adults conducted July 22-Aug 4, 2019.  | PEW RESEARCH CENTER ",a majority of Democratic voters who express a preference for one of the candidates ( 63 % ) say they feel excited about several of the candidates currently vying for the party ’s nomination,"About three - quarters of Democratic voters ( 63 % ) say they are enthusiastic about one of the candidates currently running for the party ’s nomination, compared with 35 % of those who name Biden ( 53 % ), Warren ( 80 % ) and Sanders ( 78 % )"
555,"What an American adult would say about social media towards the country? <s> Majority of Americans say social media negatively affect the way things are going in the country today %FFUSS adults who say social media have a effect on the way things are going in this country today <s> Majority of Americans say social media negatively  | affect the way things are going in the country today  | %FFUSS adults who say social media have a  | effect on the way things  | are going in this country today  | Neither positive Mostly  | nor negative  | positive  | Mostly negative  | 64  | 25  | 10  | U.S. adults  | 78  | 16  | 5  | Rep/Lean Rep  | 4  | 83  | 13  | Conservative  | 8  | 70  | 21  | Mod/Lib  | 14  | Dem/Lean Dem  | 53  | 32  | 54  | 14  | 31  | Cons/Mod  | 14  | 54  | 32  | Liberal  | Note: Those who did not give an answer are not shown.  | Source: Survey of U.S. adults conducted July 13- 19, 2020.  | PEW RESEARCH CENTER ","A majority of U.S. adults ( 64 % ) say social media have a mostly negative effect on the way things are going in the country today , with Republicans being more likely than Democrats to express that view . The Americans who see a negative effect from social media point to factors including misinformation and the hate and harassment they see on these platforms .",64 % of U.S. adults say social media negatively affect the way things are going in the country today
1930,"What opinion do Americans have about about nuclear weapons in North Korea? <s> Americans are very concerned about North Korea's nuclear weapons, say U.S. should defend Asian allies  <s> Americans are very concerned about North Korea's  | nuclear weapons, say U.S. should defend Asian allies  | Very concerned about  | Very North concerned Korea having about  | 65%  | nuclear weapons  | If an Asian ally got into a  | serious conflict with North  | Korea U.S should use  | force to defend them  | Very unfavorable view of  | 61  | North Korea  | Source: Spring 2017 Global Attitudes Survey, Q12p, Q55b & Q56.  | PEW RESEARCH CENTER ",Roughly two - thirds of Americans ( 65 % ) are very concerned about North Korea having nuclear weapons,Roughly six - in - ten Americans ( 61 % ) say the U.S. should use force to defend its allies if an Asian ally got into a serious conflict with North Korea.
1536,"what the Americans say that restrictions on power plan ? <s> Most Americans say power plant emissions restrictions and corporate tax incentives can make a difference in reducing climate change effects <s> Most Americans say power plant emissions  | restrictions and corporate tax incentives can make  | a difference in reducing climate change effects  | % of U.S. adults who say global each of the following change proposals would make  | in  | reducing the effects of global climate change  | The biggest  | difference, but not  | NET  | difference  | the difference, biggest difference  | Restrictions on power  | 79  | 29  | 49  | plant emissions  | Tax incentives to  | encourage businesses to  | 28  | 48  | 76  | encourage reduce carbon emissions  | Tougher fuel-efficiency  | 20  | 52  | 71  | standards for cars  | Tax incentives to drive  | 10  | 52  | 62  | hybrid Tax and electric cars  | Note: Respondents who gave otherresponses 27-April 2018 ordid not give an answerare notshown.  | Source Survey conducted gave March otherresponses 27-April 9. 2018  | ""Majorities Survey See Government Efforts 27-April to Protectthe Environmentas Insufficient""  | PEW RESEARCH CENTER ","79 % of Americans say that restrictions on power plant emissions can make a difference in reducing the effects of global climate change . Three - quarters of U.S. adults ( 76 % ) say corporate tax incentives to encourage carbon emission reductions among businesses can make a difference , and roughly seven - in - ten ( 71 % ) say the same about tougher fuel efficiency standards for cars and trucks .","Overall, 79 % of Americans say restrictions on power plant emissions can make a difference in reducing the effects of global climate change, but not the biggest difference."
201,"What has been the trend in the last decade regarding interracial marriages? <s> Interracial Marriages Vary by Race <s> Interracial Marriages Vary by Race  | % ofnewhyweds in 2013 who married someone ofa  | differentrace  | 58  | 28  | 19  | White  | Black  | Asian  | American  | Indian  | Notes: ""Newlyweds"" refersto adults who wed in the 12 months pnor  | to the survey date These estimates do notinclude same-sex  | newlyweds All groups aresingle race regardless ofHispanic origin.  | American Indians include Alaska Natives Asians exclude Pacific  | slanders.  | Source: Pew Resea rch Centerana (IPUMS) lysis of2013 ACS Integrated  | Public Use Microdata Sample (IPUMS) lysis files.  | PEW RESEARCH CENTER ","In 2013 , a record - high 12 % of newlyweds married someone of a different race .","The share of newlyweds who married someone of a different race or racial group in 2013 was 58 %, compared with 28 % of newlyweds who married someone of a different race or racial group"
2023,"What do Russian think should be top priorities of the military? <s> Few Russians believe keeping Assad in power should be a top priority Thinking about Russia 's military actions in Syria, should be a top priority, important but lower priority, not too important or should it not be done?  <s> Few Russians believe keeping Assad in power should be a top priority  | Thinking about Russia 's military actions in Syria, should be a top priority, important but lower  | priority, not too important or should it not be done?  | Important but  | Not too Should not  | Top priority  | lower priority important be done  | Limiting civilian casualties  | 72%  | 16%  | 7% 1%  | Defeating extremist groups  | 20  | 64  | Ensuring Syrian President  | 25  | 25  | 12  | 22  | Bashar Ensuring al-Assad stays in power  | Source: Spring 2017 Global Attitudes Survey. Q119a-c.  | PEW RESEARCH CENTER ","When asked about the purpose of their country ’s military actions in Syria , majorities say limiting casualties ( 72 % ) and defeating extremist groups ( 64 % ) should be priorities , compared with just a quarter who say keeping Syrian President Bashar al - Assad in power .","A majority of Russians ( 72 % ) say keeping Assad in power should be a top priority, compared with 62 % who say it should not be too important or should be done."
368,"What is the trend in opinion about human impact on climate change by Democrats with postgraduate degree and those having no college education ? <s> Education tied to views of human impact on climate change among Democrats, but not Republicans <s> Education tied to views of human  | impact on climate change among  | Democrats, but not Republicans  | % of U.S. adults who say that human activity contributes  | a great deal to climate change  | Re p/lean Rep  | 22  | Among Rep/lean Rep with  | education  | Postgradua rte  | 25  | College grad  | 22  | Some college  | 22  | HS for less  | 21  | Dem/lean Dem  | 72  | Among Dem/lean Dem with  | education  | Postgrad ua te  | 86  | College grad  | 83  | Some college  | 73  | HS or less  | 58  | Note: Respondents who gave lother responses or did not give an  | answer are not shown.  | Source: Survey conducted April 29-May 5, 2020.  | ""Two-Thirds of Americans Think Government Should Do More on  | Climate  | PEW RESEARCH CENTER ","Democrats who have graduated from college are more likely to say human activity contributes a great deal to climate change than Democrats without a college degree . For example , 86 % of Democrats with a postgraduate degree say human activity contributes a great deal to climate change , compared with a smaller majority ( 58 % ) of Democrats with no college experience",Two - thirds of Democrats with postgraduate degrees ( 86 % ) and those with no college education ( 73 % ) say human activity contributes a great deal to climate change.
973,"How willing are Americans for gender-neutral usage? <s> Americans are split on comfort level with using gender-neutral pronouns <s> Americans are split on comfort level with using  | genderneutral pronouns  | % ofU.S. adults saying they would be  | using a gender-neutral  | pronoun to refer to someone ifasked to do SO  | Uncomfortable  | Comfortable  | Net Very Somewhat  | Somewhat Very Net  | All adults  | 23  | 24  | 25  | 27  | 52  | 47  | Ages 18-29  | 38  | 16  | 23  | 27  | 34  | 61  | 30-49  | 46  | 23  | 23  | 25  | 27  | 52  | 50-64  | 50  | 26  | 24  | 26  | 22  | 48  | 65+  | 51  | 26  | 25  | 23  | 24  | 47  | Rep/Lean Rep  | 64  | 35  | 30  | 22  | 13 34  | Dem/Lean Dem  | 33  | 13  | 19  | 28  | 38  | 66  | Note: Share of respondents who didn't soffer an answer not shown. Figures may not  | add to subtotals due to rounding.  | Source: Survey of U.S. adults conducted Sept. 24-Oct. 7, 2018  | PEW RESEARCH CENTER ","Among Americans ages 18 to 29 , about six - in - ten ( 61 % ) say they would feel somewhat or very comfortable using a gender - neutral pronoun to refer to someone if they asked them to do so . By comparison , roughly half of those ages 30 to 49 ( 52 % ) and 50 and older ( 48 % ) express comfort",About six - in - ten Americans ages 18 to 29 ( 61 % ) say they would be using a gender - neutral pronoun to refer to someone if asked to do so.
1634,"Describe partisans point of view about Kavanaugh. <s> Majority of Democrats say Kavanaugh would make the Supreme Court ‘too conservative’ <s> Majority of Democrats say Kavanaugh would make the  | Supreme Court too conservative'  | % who say they worry that  | would make Supreme Court  | Don't worry  | Not conservative  | Too  | about this  | enough  | conservative  | Nominated Brett Kavanaugh after Kennedy  | Nominated after Kennedy retirement  | (July 2018)  | Total  | 31  | 46  | 11  | Rep/Lean Rep 12  | 17  | 63  | Dem/Lean Dem  | 53  | 8  | 28  | Samuel Alito  | Nominated after 0 'Connor retirement  | (Nov 2005)  | Total  | 25  | 56  | Rep/Lean Rep 10  | 67  | Dem/Lean Dem  | 46  | 38  | Note: Don 'kknow responses notshown.  | Source: Survey ofl. 5 adults conducted Uuly 11-15, 2018  | PEW RESEARCH CENTER ","But among Democrats and Democratic leaners , 53 % say they worry Kavanaugh would make the Supreme Court too conservative , while far fewer say they do n’t worry about this ( 28 % ) . Among Republicans , a 63 % majority say they do n’t worry about Kavanaugh shifting the court ’s ideology ; small shares worry that he would make the court too conservative ( 12 % ) or not conservative enough ( 17 % ) .","About six - in - ten Democrats and Democratic - leaning independents ( 53 % ) say they worry that Kavanaugh would make the court too conservative, compared with 38 % of Republicans and Republican leaners."
816,"What is the evaluation of the president by Democratic voters? <s> Democrats overwhelmingly support Biden in general election, regardless of their concerns about race, age and gender of party’s likely nominee <s> Democrats overwhelmingly support Biden in general election, regardless of their  | concerns about race, age and gender of party's likely nominee  | Among Dem/Lean Dem RVs, % who  | Among Dem/Lean Dem RVs, % who would  | of the way Trump is handling his job  | vote for  | if the presidential election  | as president  | were held today  | Not so  | Biden/  | Trump/  | Neither/  | strongly  | Disapprove NET  | Disapprove NET  | Lean Biden  | Lean Trump other  | Strongly  | Approve  | 10  | All Dem/Lean Dem RVs  | 90  | 79  | 10  | 8  | 85  | Among those who are  | that  | the likely Democratic nominee  | is a white man in his 70s  | 89  | Bothered  | 97  | 90  | 72  | Not bothered  | 85  | 12  | 11  | 83  | 11  | Notes: Based on Dem/Lean Dem registered voters. No answer responses not shown. Question was added after Bernie Sanders suspended  | his presidential campaign (asked April 8- 12).  | Source: Survey of U.S adults conducted April 7-12, 2020  | PEW RESEARCH CENTER ","they are likely to have a negative evaluation of the president : Nearly all in this group ( 97 % ) say they disapprove of the way Trump is handling his job in office , including nine - in - ten who strongly disapprove","Nearly nine - in - ten Democratic and Democratic - leaning registered voters ( 79 % ) approve of Biden ’s performance as president, regardless of their concerns about the race, age and gender of the party ’s likely nominee."
1954,"What concerns do Americans have of North Korea? <s> Americans are very concerned about North Korea's nuclear weapons, say U.S. should defend Asian allies  <s> Americans are very concerned about North Korea's  | nuclear weapons, say U.S. should defend Asian allies  | Very concerned about  | Very North concerned Korea having about  | 65%  | nuclear weapons  | If an Asian ally got into a  | serious conflict with North  | Korea U.S should use  | force to defend them  | Very unfavorable view of  | 61  | North Korea  | Source: Spring 2017 Global Attitudes Survey, Q12p, Q55b & Q56.  | PEW RESEARCH CENTER ","Roughly two - thirds of Americans ( 65 % ) are very concerned about North Korea having nuclear weapons . And 64 % say that in the event of a serious conflict , the United States should use military force to defend its Asian allies , such as Japan , South Korea or the Philippines according to a new Pew Research Center survey .","Americans have a very unfavorable view of North Korea : 65 % say the U.S. should use force to defend its allies if an Asian ally got into a serious conflict with North Korea, while 65 % say the U.S. should use force to defend them."
1316,"Describe the mobile phone usage influence on family cohesion? <s> Across 11 emerging economies, many see long-distance communication benefits, despite some worries about interpersonal communication <s> Across 11 emerging economies, many  | see benefits, long-distance emerging communication many  | benefits, despite some worries about  | interpersonal communication  | of adult mobile phone users say  | 93% their of adult phone mobile has phone mostly users helped say  | their ability to stay in touch with  | those who live far away  | % of adults who say people should be  | about losing  | the ability to communicate face-to-face when using their  | mobile phones  | Very  | Somewhat  | concerned  | concerned  | 48%  | 26%  | % of adults who say the increasing use of these technologies  | has had on family cohesion  | A good  | No  | a bad  | influence  | influence influence  | Mobile phones  | 53%  | 11%  | 20%  | The internet  | 51  | 11  | 21  | Note: Percentages are 11-country medians.  | Source: Mobile Technology and Its Social Impact Survey  | 2018. Q13Ab, Q14Ae, Q14Be, Q190  | Mobile Connectivity lin Emerging Economies""  | PEW RESEARCH CENTER ","Mobile phone users say their devices help them stay in touch with those who live far away . In every country surveyed , about nine - in - ten or more say their phones have helped them in this regard . At the same time , a median of 53 % of adults across the 11 countries surveyed say the increasing use of mobile phones has had a good influence on family cohesion , compared with a median of 20 % who say it has had a bad influence .","Mobile phone use has had a negative impact on family cohesion. A median of 93 % of mobile phone users say their mobile phones have helped them stay in touch with those who live far away, while a median of 51 % say people should be very concerned about losing the ability to communicate face - to - face when using their mobile phones."
1905,"What opinion does the public have about protection is the only reason they own a gun? <s> Women are more likely than men to say protection is only reason they own a gun % of gun owners saying <s> Women are more likely than men to say  | protection is only reason they own a gun  | % of gun owners saying  | Women Men  | 92  | Protection iniaa reason  | they own a gun  | 91  | 27  | Protection is the only  | reason they own a gun  | 8  | Source Survey ofU.S adults conducted March 13-27 and April4-  | 18, 2017.  | PEW RESEARCH CENTER ","far larger shares of women than men who own guns say protection is the only reason they own a gun : About a quarter of women who own guns ( 27 % ) are in this category , compared with just 8 % of men","Overall, 91 % of gun owners say protection is the only reason they own a gun, compared with 27 % of men."
256,"What do Trump supporters think about the accuracy of vote counting? <s> Just 11% of Trump backers are very confident in accurate vote count in U.S. % ofregistered voters who are confident that Very Somewhat Not too Not at all Their vote will be accurately counted Votes across the country upcoming will be accurately counted <s> Just 11% of Trump backers are very  | confident in accurate vote count in U.S.  | % ofregistered voters who are confident that  | Very Somewhat Not too Not at all  | Their vote will be accurately counted  | in the upcoming election  | All voters  | 29  | 49  | 12 10  | Trump suppo rters  | 31 17 13  | 38  | Clinton suppo parters  | 67  | 25 5  | Votes across the country upcoming will be accurately counted  | in the upcoming election  | All voters  | 28  | 34  | 21 15  | Trump supporters  | 37  | 31  | 19  | 11  | Clinton sup po warters  | 49  | 30 12 8  | Note: Based on registered voters Don 't know responses notshown  | Source Survey cond ucted IAug 9-16, 2016  | PEW RESEARCH CENTER ","38 % of registered voters who support Trump are very confident their vote will be accurately counted . Another 31 % say they are somewhat confident , while 30 % have little or no confidence their vote will be counted accurately .",Just 11 % of Trump supporters are very confident that their vote will be accurately counted in the upcoming election
1472,"How closely are Americans to find out that capitalism sucks? <s> In both parties, more see bigger financial impact from health care and food costs than from the stock market % who say each affects their household's financialsituation a lot  <s> In both parties, more see bigger financial impact from  | health care and food costs than from the stock market  | % who say each affects their household's financialsituation a lot  | Total  | Rep/Lean Rep  | Dem/Lean Dem  | 53  | Health care costs  | 48  | 57  | 48 48  | Food & consumer  | goods prices  | 5 37 37  | Gas prices  | Real estate values  | 42  | 32 34  | Job availability  | 36  | is  | Federal budgetdeficit  | 21  | Stock market  | 24  | 20  | Source: Survey ofU.S. adults cond lucted March 7-14, 2018  | PEW RESEARCH CENTER ","About half each say health care costs ( 53 % ) and the price of food and consumer goods ( 48 % ) have a major impact . By contrast , just 22 % say the federal budget deficit affects their finances a lot and 21 % say the same about “ how the stock market is doing","Overall, 53 % of Republicans and Republican leaners say health care costs affect their household ’s financial situation a lot, compared with 48 % of Democrats and 53 % of Republican leaners."
1699,"Which is the distribution of the gun ownership in the country? <s> Nearly six-in-ten rural Americans have gun in their household % of U.S. adults saying they <s> Nearly six-in-ten rural Americans have  | gun in their household  | % of U.S. adults saying they  | Personally  | Don't own a gun but live  | NET  | with someone who does  | own a gun  | Gun in  | household  | All ad lults  | 30%  | 11%  | 42  | Urban  | 19  | 29  | Suburban  | 28  | 12  | 41  | Rural  | 13  | 58  | 46  | Note: Figures may ofu.s notadd to subtotals indicated 13-27 due to rounding April4  | Source Survey ofu.s adults conducted March 13-27 and rounding April4  | 18, 2017.  | PEW RESEARCH CENTER ","Among adults who live in rural areas , 46 % say they own a gun , compared with 28 % of adults who live in the suburbs and even fewer – 19 % – in urban areas",Roughly six - in - ten rural Americans ( 58 % ) say they do not own a gun but live with someone who does.
1605,"Describe about a wider partisan gap on willingness of immigrants to adapt to U.S. <s> Wider partisan gap on willingness of immigrants to adapt to U.S. way of life <s> Wider partisan gap on willingness of  | immigrants to adapt to U.S. way of life  | % who today's say that compared to the immigrants willing adapt of the early  | 1900s, today's immigrants compared are willing to adapt to the  | American today's way of life  | More willing  | Aboutas willing  | Less willing  | June 2018  | 26  | 32  | 36  | March 2006  | 19  | 30  | 44  | Among Rep/Lean Rep  | June 2018 15  | 18  | 62  | March 2006 13  | 25  | 56  | Among Dem/Lean Dem  | June 2018  | 36  | 43  | March 2006  | 22  | 33  | 38  | Note: Don 'tknow responses notshown.  | Source: Survey ofl. S. adults conducted June 5-12 2018  | PEW RESEARCH CENTER ",Most people say that today ’s immigrants are either about as willing to adapt ( 32 % ) or more willing to adapt ( 26 % ) to the American way of life compared with immigrants who came to the United States in the early 1900s . Fewer ( 36 % ) say today ’s immigrants are less willing to adapt .,The share of Republicans and Republican leaners who say immigrants are more willing to adapt to the American way of life is about the same as the share of Democrats and Democratic leaners who say immigrants are less willing to adapt to the American way of life ( 43 % vs. 23 % ).
1329,"How do partisans see capitalism? <s> GOP leaners, Republicans differ on fairness of U.S. economic system <s> GOP leaners, Republicans  | differ on fairness of ULS  | economic system  | % who say the economic system in  | this country  | Unfairly  | Is generally  | favors  | fair to most  | powerful Americans  | interests  | Total  | 63  | 33  | Republican  | 29  | 63  | Democrat  | 14  | 85  | Independent  | 66  | 30  | 46 49  | Lean Rep  | 18  | Lean Dem  | 81  | No lean  | 70  | 23  | Note: Don t know responses not shown  | Source: Survey of U.S adults conducted  | Sept. 18- -44, 2018  | PEW RESEARCH CENTER ","A 63 % majority of those who identify as Republicans say the U.S. economic system is fair to most Americans ; fewer than half as many ( 29 % ) say the system unfairly favors powerful interests . GOP leaners are divided : 49 % say the system is generally fair , while nearly as many ( 46 % ) say it unfairly favors powerful interests . Large majorities of both Democrats ( 85 % ) and Democratic leaners ( 81 % ) say the U.S. economic system unfairly favors powerful interests . Most independents who do not lean toward a party share this view ( 70 % ) .","Among Republicans, 63 % say the economic system in this country unfairly favors most powerful Americans, compared with 33 % who say it favors most powerful Americans. Among Republicans, 63 % say the system unfairly favors most powerful Americans, compared with 33 % who say it favors most powerful Americans. Among Republicans, 63 % say the system unfairly favors most powerful Americans, compared with 33 % who say it favors most powerful Americans."
560,"What is the opinion of American public about sharing of personal information collected during coronavirus outbreak ? <s> Three-quarters of Americans think it is acceptable for personal information to be made available to infectious disease researchers <s> Three-quarters of Americans think it is acceptable  | for personal information to be made available to  | infectious disease researchers  | % ofus adults who think it is very or somewhat  | for the personal  | information that may be collected by public health officials during the  | coronavirus outbreak to be available for use by each group  | Acceptable  | Unacceptable  | State and local elected  | 37  | 62  | officials  | Health insurance  | 40  | 59  | companies  | Pharmaceutical  | 40  | 59  | companies  | Researchers who study  | 75  | 24  | infectious diseases  | Note: Those who did not given an answer are not shown.  | Source: Survey of U.S. adults conducted July 13-19, 2020  | a The Challenges of Contact Tracing as U.S Battles COVID-19  | PEW RESEARCH CENTER ","three - quarters think it is acceptable for public health officials to make personal information that may be collected during the coronavirus outbreak available for use by infectious disease researchers , while smaller shares say the same about pharmaceutical companies ( 40 % ) , health insurance companies ( 40 % ) and state and local elected officials ( 37 % ) .",About three - quarters of Americans ( 62 % ) think it is acceptable for the personal information collected by public health officials to be available for use by each group
